timestep,a_x,a_y,a_z,a_mag,g_x,g_y,g_z,g_mag
375,-4642,46,6138,7695.799113802283,1320,13273,-947,13372.05062808244
376,-6664,4938,12382,14903.243405379917,2248,15617,-930,15805.350138481592
377,-9252,1318,7514,11991.53134507849,3151,16841,-552,17142.13481454396
378,-17756,5828,14326,23547.30124663971,4901,17854,-300,18516.887346419757
379,-14696,-2458,14684,20919.704491220717,7253,16954,-447,18445.70231788424
380,-15042,2016,11062,18780.145473344983,7519,14232,-662,16109.73087919224
381,-16900,3006,12632,21312.284251107387,7556,12554,191,14653.754911284685
382,-4640,2922,15092,16057.277104166818,7827,9538,-197,12339.942544436743
383,-4852,8184,21118,23162.246954904876,7636,7010,-1603,10488.956335117427
384,-24268,8068,29274,38871.525876919215,2426,3391,-3565,5485.761752026787
385,-9526,11132,32767,35893.486721130896,1343,-465,-4351,4577.23442703124
386,-740,5792,22618,23359.55453342379,-1290,-4581,-4517,6561.474681807436
387,1926,4290,17534,18153.642389338842,-1766,-6457,-4001,7798.692582734621
388,3806,3698,13036,14074.733958409302,-1006,-7468,-3843,8458.82432729277
389,-284,4822,8438,9722.76627303156,-1106,-7238,-3718,8211.906234243057
390,-1860,5440,10472,11946.379535239956,-214,-8308,-3493,9014.971380986188
391,-3544,6306,10788,12988.707248991333,-236,-9206,-3079,9710.117043578826
392,-4414,6632,9032,12043.414964203466,-580,-10533,-2356,10808.84938372258
393,-3912,6146,7456,10424.442239275922,-887,-11091,-1948,11295.65199534759
394,-3598,3900,5322,7515.270321152791,-982,-11314,-1429,11446.089332169307
395,-3996,3372,4436,6856.857589304302,-734,-11052,-1208,11142.025130109876
396,-5778,4454,4684,8669.674503693897,-116,-10762,-734,10787.62513253033
397,-6378,4248,5664,9529.18065732831,340,-10786,-307,10795.72345885166
398,-7478,4108,5632,10223.285773174885,1181,-10625,322,10695.282604961872
399,-7784,3960,6420,10839.218422008109,1663,-10604,841,10766.506675797866
400,-8542,4068,7086,11820.566145494047,2321,-10466,1600,10839.01273179435
401,-8834,4120,7142,12083.961271040222,2588,-10350,2140,10881.169238643428
402,-9174,3980,7432,12459.4261505095,2652,-10219,2933,10957.351596074664
403,-10488,4442,8310,14099.13500892874,2640,-10088,3382,10962.448084255633
404,-10274,4158,8306,13850.403459827445,2167,-9976,4080,10993.764823753509
405,-9902,3788,8728,13732.317065957952,1919,-9869,4563,11040.864594767927
406,-9550,3256,8686,13313.550690931399,1695,-9635,4958,10967.589251973288
407,-9582,2666,9306,13620.716427559895,1588,-9242,5351,10796.736034561556
408,-10358,2444,9910,14541.98748452219,1618,-8976,5558,10680.723945501071
409,-11070,2220,10746,15586.847532455049,1911,-8753,5822,10684.690636607127
410,-11594,2066,11678,16585.079921423352,2246,-8560,5843,10604.657703103858
411,-13222,2506,12608,18440.796728991943,2510,-8571,5802,10650.13356723755
412,-14606,2742,13772,20261.33717206246,2491,-8852,5326,10626.818009169066
413,-16256,3400,12982,21079.607681358782,2230,-9214,4742,10599.870753929032
414,-15822,2972,11352,19698.638836224192,1843,-9554,3825,10454.960066877347
415,-15640,1148,8160,17678.040162868732,2065,-9460,3374,10253.76521088717
416,-15684,208,6582,17010.403992850963,2925,-8873,2935,9792.853465665665
417,-16618,-1252,4500,17261.96477808943,3696,-8407,2845,9614.160909824632
418,-17576,-3676,2716,18160.545366260343,4978,-7705,3114,9687.33735347335
419,-20718,-5410,-1896,21496.475059879005,5839,-7297,3428,9954.46201459426
420,-21908,-5058,-7114,23582.892613078657,5926,-6752,3439,9619.443902845944
421,-23424,-6322,-12886,27471.812026147818,4675,-5094,2950,7517.111213757583
422,-22980,-6154,-15296,28282.852260689688,3409,-3479,2405,5432.195412538102
423,-19896,-3828,-13988,24620.4903281799,520,-350,955,1142.3331387997114
424,-18440,-2818,-9980,21155.9713556244,-1701,1664,-333,2402.745512949717
425,-18652,-2290,-2810,19000.981658851208,-3627,3366,-1587,5196.50401712536
426,-17302,-1956,372,17416.185690328406,-3920,3782,-1785,5732.028349546084
427,-16620,-1106,4356,17216.921095248126,-2962,3871,-1230,5027.025462438001
428,-15872,-254,3410,16236.163339902689,-2118,3639,-505,4240.668579363401
429,-10192,1936,4596,11346.725342582327,-1446,4057,693,4362.386273589261
430,32767,7590,21230,39774.32952294734,-1425,4424,1517,4889.140006176956
431,9514,20210,-2522,22479.34118251689,-3932,7936,1158,8932.059337017416
432,21134,-16708,-11766,29397.992720592334,-7249,10532,-3089,13153.438561836218
433,-14054,-13200,20162,27897.33248896747,-1401,14761,-2287,15002.676127944642
434,-23192,-10400,23734,34775.445647755536,-1777,15155,-1427,15325.406454642563
435,-23392,3372,4652,24087.28195542204,-168,13855,-2010,14001.048139335857
436,-32768,28368,21040,48178.4894740381,-6045,12127,-1189,13602.201108644143
437,-19982,-20474,19294,34506.860709140135,-5634,5019,-1787,7754.075444564621
438,-4956,-17042,12608,21770.46999951999,-2301,3237,-1639,4296.404426959827
439,-14352,12802,3942,19631.87387897549,-1162,4026,-164,4193.5445627774125
440,-6372,3286,10424,12651.480387685862,-1571,1291,-603,2120.9269200045533
441,-5812,2198,8164,10259.699995613906,-1630,501,-882,1919.850254577164
442,-5124,1728,8170,9797.461916231165,-1296,532,-528,1497.1386041379071
443,-4320,1072,7330,8575.574849536328,-762,268,-414,907.6695433912057
444,-3568,2142,6492,7711.345667261972,-607,104,-332,699.634904789634
445,-3776,1296,7706,8678.722717082279,-435,162,-321,564.366901935257
446,-3312,482,7466,8181.85944636059,-255,387,-341,575.3911712913225
447,-3242,150,6290,7077.935009591428,-132,593,-196,638.3486508170907
448,-3478,602,7418,8214.962690116128,67,600,-135,618.6388283966662
449,-4536,714,7690,8956.628383493422,356,787,55,865.5229633002235
450,-4330,418,6118,7506.900025976102,540,901,225,1074.2560216261302
451,-3988,408,7196,8237.294701538849,632,1067,387,1299.1081556206163
452,-2876,708,7428,7996.738335096378,786,1078,487,1420.2285027417242
453,-4158,1422,7752,8910.923184496654,679,1112,534,1408.098363041446
454,-3678,1268,7106,8101.2803926293045,657,1057,326,1286.5356582699135
455,-4168,1164,6924,8165.102326364317,651,1151,219,1340.3592801931875
456,-4134,1156,6856,8088.944801394061,649,1144,212,1332.2465987946825
457,-4034,1194,6812,8006.380955213161,656,1127,148,1312.390566866434
458,-3482,892,6918,7796.070292140777,649,1168,42,1336.857883247131
459,-4196,1004,7000,8222.799523276728,660,1219,-5,1386.2128263726318
460,-4642,1090,6878,8369.17845430482,582,1204,42,1337.9476820862615
461,-4326,896,6608,7948.758141999289,544,1179,84,1301.166015541445
462,-3876,974,6012,7219.1547981740905,495,1175,-23,1275.2172363954307
463,-3972,1806,6182,7566.739324173921,389,1148,-44,1212.9142591296386
464,-4066,1634,6214,7603.690419789591,238,1205,-236,1250.7457775263526
465,-4034,1162,5954,7285.1572392090475,109,1206,-272,1241.0886350297467
466,-4580,1748,6346,8018.953797098472,-67,1169,-329,1216.2610739475306
467,-4194,1530,6260,7688.831900880653,-174,1117,-421,1206.3191949065556
468,-3696,1348,5754,6970.368426417645,-346,1161,-659,1379.1004314407273
469,-4622,904,5296,7087.151472912091,-490,1167,-776,1484.6430547441364
470,-4538,1032,6346,7869.5733048240945,-401,902,-752,1240.9306991125652
471,-5580,374,6542,8606.627678713656,-418,949,-942,1400.9600279808126
472,-4598,812,6914,8342.921790356182,-294,669,-884,1146.9319944966226
473,-3706,-162,5298,6467.571723606938,-323,1320,-819,1586.6600139916557
474,-4828,956,7200,8721.440248032432,-327,1384,-764,1614.3360864454464
475,-4996,676,6318,8082.9521834537645,-239,1333,-886,1618.334328870274
476,-4574,1146,6924,8377.145575910687,-149,1389,-869,1645.199987843423
477,-4626,852,6572,8081.891115326906,-155,1647,-817,1845.026558074436
478,-4384,746,6532,7902.088078476473,-145,2089,-648,2191.996806567017
479,-4760,1158,6588,8209.769058871267,-102,2249,-537,2314.4705658098137
480,-4192,1206,7332,8531.443254221409,-30,2693,-680,2777.6877074286085
481,-6342,970,6928,9442.406896549206,56,3217,-823,3321.077234874251
482,-4966,558,6548,8237.039759525262,532,4215,-998,4364.086731493772
483,-5290,852,9106,10565.473960026591,439,4172,-507,4225.55960790994
484,-5482,924,6964,8910.858320049758,537,5034,-323,5072.854620428226
485,-4542,484,7618,8882.451463419318,693,5925,-505,5986.726902072617
486,-5992,892,7792,9869.903342991764,325,7321,-294,7334.10539875178
487,-8178,2814,6466,10798.492302168854,457,8034,-722,8079.312408862525
488,-7050,1176,5288,8890.917837883779,560,9126,-344,9149.63452822024
489,-1222,-2290,9812,10149.51860927404,817,10466,-603,10515.144031348309
490,-4322,716,7300,8513.65608889624,917,12015,-446,12058.193479953788
491,-5396,1414,7338,9217.508123131762,1368,13759,-112,13827.293625290526
492,-9118,2990,8550,12852.257544882925,2112,15361,90,15505.771989810764
493,-11520,5582,9554,15973.354062312648,2896,16530,-149,16782.428817069358
494,-17172,2912,7484,18956.993010496153,3929,16571,-790,17048.72963009268
495,-17582,2232,16390,24140.021706701093,5707,15739,-884,16765.065642579513
496,-12862,-1068,12522,17982.551320655253,6931,14468,-1319,16096.631510971481
497,-17434,1014,14676,22811.346474945312,6905,10669,-756,12730.99061345974
498,-13794,8208,17874,24023.43805536585,6589,9004,-256,11160.307925859392
499,-3952,4476,18146,19103.14623301617,5993,6684,-1464,9095.88923635287
500,-32768,20228,26000,46464.11311969701,3358,3499,-2937,5669.667891508285
501,-10270,9788,32767,35706.499870471765,2565,76,-4531,5207.202895989362
502,-1954,7856,20212,21772.914274391478,-73,-4892,-4534,6670.393466655472
503,2604,3818,14830,15533.41044329931,-1186,-6601,-4266,7948.493756681199
504,2224,3842,8766,9825.980663526667,-953,-6831,-4343,8150.608504890908
505,1604,4474,7474,8857.209944446391,-630,-6847,-3929,7919.302368264518
506,-110,5312,7688,9345.308341622547,-648,-7209,-3523,8049.913912583165
507,-966,5668,7756,9654.787206355197,-988,-7845,-2908,8424.763082722267
508,-1526,5598,7004,9095.17982230148,-1245,-8210,-2441,8655.206872166604
509,-1626,5078,6234,8203.213760472172,-1378,-8512,-1972,8845.440181245931
510,-2476,4480,6030,7909.6065641724545,-1061,-8833,-1219,8979.619758096664
511,-3860,3804,5506,7725.674857253572,-563,-8989,-702,9033.930152486237
512,-5180,4212,5028,8357.87819963895,-106,-9505,18,9505.608081548493
513,-5110,5398,6560,9913.83397077034,8,-9834,319,9839.17582930603
514,-5426,5700,5898,9834.524899556664,-130,-10081,734,10108.521998788945
515,-5798,5540,5668,9820.113441299953,-224,-10200,1056,10256.964073252864
516,-7278,4920,6088,10688.284614473925,-83,-10166,1671,10302.7513800926
517,-7842,4620,6698,11300.644583385498,210,-10214,2181,10446.370518031608
518,-8308,4430,6928,11689.523001388894,708,-10329,2980,10773.574383648167
519,-8196,5070,7884,12451.376309468767,990,-10316,3468,10928.265187119134
520,-9570,4626,7870,13225.7958550705,1247,-10193,4307,11135.641292714128
521,-10078,4580,7522,13383.682901204736,1253,-10161,4817,11314.566673098889
522,-10544,4830,9180,14791.1201739422,981,-9957,5521,11427.407886305626
523,-11378,4590,10170,15935.993348392187,697,-9807,5952,11493.013616976184
524,-11806,4364,11096,16779.372693876252,173,-9715,6441,11657.514100356046
525,-13082,3668,12026,18144.35515525421,-58,-9756,6502,11724.28692927634
526,-13642,2802,12762,18889.785917262267,-117,-9855,6389,11745.383561212464
527,-15162,1970,13214,20208.338378006247,92,-9978,6147,11719.83604834129
528,-16026,1676,13144,20794.38356864661,789,-10211,5329,11544.92455583838
529,-16900,1486,12510,21078.85898240225,1441,-10358,4606,11427.155420313491
530,-17312,1886,11578,20912.016258601183,2147,-10456,3770,11320.355338945858
531,-17548,2738,9804,20286.63017851905,3148,-10336,2309,11048.723048388894
532,-17628,2460,8316,19645.707928196432,4276,-9971,1114,10906.237343832196
533,-18028,-356,5940,18984.70753000952,5532,-9652,793,11153.159955815212
534,-17484,-2118,3844,18026.43936000673,7972,-9103,1184,12158.093970684717
535,-17806,-5770,1376,18768.05562651603,9583,-8559,2147,13026.89444956088
536,-22248,-4748,-1852,22824.26147764698,10893,-8178,3692,14112.689219280639
537,-24818,-3112,-11550,27550.32065149152,9645,-7811,4188,13098.743832902452
538,-23178,-4506,-16592,28858.589431917837,7347,-6607,4270,10764.002879969888
539,-20418,-3440,-17002,26791.72125862764,2798,-3146,3196,5285.880815909492
540,-17974,-3178,-15060,23663.64215415708,-579,-655,1607,1829.4029080549753
541,-16154,-4080,-9540,19199.211337969067,-4569,2179,-1051,5169.95193401254
542,-15406,-4788,-5592,17074.54959874491,-5331,3869,-2873,7186.296055688215
543,-15448,-4238,-24,16018.799081079707,-4394,4515,-3124,7032.2000113762415
544,-15312,-3108,1952,15745.707732585413,-2838,4664,-3012,6235.3254927068565
545,-16128,-934,4470,16762.029710032137,-361,4347,-1958,4781.264895401634
546,31290,14506,29256,45226.11714485337,1083,3861,-1262,4203.909371049761
547,-2670,12206,60,12494.75634016126,-6027,7408,-493,9562.752846330392
548,18062,-9266,-4206,20731.257463067694,-8962,8736,-3522,13001.523910680626
549,-6316,-21264,16766,27805.544554998374,-3577,14030,-3477,14890.445191464223
550,-30610,-10056,26236,41550.24587171537,-1780,13286,-2700,13673.923943038442
551,-20696,32767,32767,50751.128007168474,-4861,10692,-1732,11872.152669166617
552,-23422,14846,4248,28054.220787610557,-7982,7430,-2271,11138.880778606079
553,-10014,-24132,10790,28267.609025172256,-5738,4301,-827,7218.529905735655
554,-5786,-7622,9730,13647.182126724916,-965,4368,-1847,4839.634077076489
555,-13212,6040,6902,16083.412200152055,-1914,2719,-405,3349.6838656804616
556,-6364,-714,9492,11450.255717668491,-1952,1679,-944,2742.3495400841957
557,-7360,696,7870,10797.727353475822,-1771,942,-1118,2296.4601019830498
558,-6668,-540,8496,10813.687622638265,-1128,478,-602,1365.0172160086481
559,-5570,2236,7370,9504.814359049838,-1070,488,-412,1246.1091444973829
560,-4432,1402,6816,8250.217209261826,-864,378,-385,1018.6289805419832
561,-3704,-146,6976,7899.7156910866115,-598,343,-421,807.7710071548743
562,-3996,808,7610,8633.248519531915,-429,175,-299,551.4227053722035
563,-3742,284,7432,8325.733841530127,-311,96,-256,414.09298472686066
564,-4150,270,7462,8542.64853543677,-138,212,-118,279.12721114216004
565,-3756,278,7368,8274.79570744801,78,269,10,280.25880896057487
566,-3934,242,7194,8202.960197392158,227,339,169,441.60049818812485
567,-4006,248,7042,8105.510718023879,463,434,344,721.845551347378
568,-3534,538,7486,8295.709493467091,653,397,504,915.4419697610547
569,-4060,782,6986,8117.839614084525,700,491,572,1028.7200785442074
570,-3360,1350,7106,7975.420741252465,701,566,519,1039.7682434081164
571,-3226,2052,8076,8935.298316228731,524,723,343,956.5322785980617
572,-3494,1560,7050,8021.479664002147,361,828,150,915.6445817018739
573,-4258,1208,6838,8145.432585197671,327,866,11,925.7461855173912
574,-4094,1208,6726,7966.126787843637,289,779,-34,831.5756129180318
575,-3844,1148,6898,7979.764658183849,181,733,-71,758.3475456543655
576,-4052,914,7190,8303.625714108266,123,760,-108,777.4271670066593
577,-4360,660,6922,8207.270191726357,245,693,-14,735.1666477745027
578,-4380,472,7032,8297.964087654273,327,641,75,723.488078685475
579,-4246,632,6864,8095.828308456153,394,553,210,710.7355344992959
580,-4052,1470,6520,7816.009467752709,376,516,225,676.9468221359784
581,-3912,1138,6596,7752.806201627898,320,512,114,614.4428370483295
582,-3932,1216,6640,7812.098309673272,252,562,28,616.5484571386098
583,-4044,1072,6520,7746.839355504928,192,562,-64,597.33072916099
584,-3896,1478,6476,7700.771130218064,116,552,-143,581.9011943620669
585,-3950,1224,6646,7827.515059072068,-40,609,-284,673.1545142090337
586,-4392,940,4498,6356.51382441665,-170,651,-333,750.7263149777021
587,-3506,816,6934,7812.697869494251,-380,592,-490,857.3004140906502
588,-5652,1988,6738,9016.534367482886,-363,589,-453,826.9818619534531
589,-5568,1820,7992,9908.939802017168,-427,413,-663,890.2061558987334
590,-4002,808,7358,8414.810277124494,-378,432,-433,719.0250343346886
591,-4258,388,8572,9579.159253295667,-404,616,-495,887.5229574495525
592,-3886,-596,6492,7589.616327588636,-300,546,-551,831.6952566896123
593,-4000,1092,5816,7142.710969932915,-377,953,-427,1110.2553760284165
594,-4492,1036,7768,9032.894552689077,-345,1114,-451,1250.3687456106695
595,-4154,360,6906,8067.103073594634,-304,1307,-564,1455.5964413256854
596,-3954,726,6774,7877.072298766846,-274,1406,-393,1485.3824423359797
597,-3576,1146,6124,7183.624990212114,-250,1734,-241,1768.4278328504104
598,-4152,856,6952,8142.61284846578,-216,1885,-404,1939.8703564929278
599,-4146,122,6262,7511.114697566533,-26,2098,-302,2119.7839512554106
600,-3752,1048,6596,7660.484579972732,-71,2799,-412,2830.0505295842336
601,-4900,1398,7090,8731.122722765956,120,3400,-638,3461.4222510407485
602,-4758,1502,7650,9133.29447680299,109,3864,-591,3910.454960743059
603,-3082,-182,5946,6699.758503110392,953,4890,-748,5037.838127609898
604,-6100,1080,6108,8699.658843885776,741,5578,-1193,5752.079102376811
605,-5154,124,6264,8112.7546493161,784,6216,-914,6331.564419635956
606,-5454,-360,7392,9193.33345419386,675,7273,-716,7339.264949570905
607,-7776,2890,7932,11477.582498069878,851,8307,-1207,8437.25660389679
608,-2668,-242,10290,10633.009357656,894,9326,-1097,9432.757868195282
609,-5588,1434,7842,9735.453969897859,877,11030,-1220,11131.865477088735
610,-7728,3690,9714,12949.898841303742,1265,12236,-1413,12382.103617721828
611,-6510,3902,10166,12686.73559273622,1944,14430,-1835,14675.532733090136
612,-8146,3346,8920,12534.729035763,2877,15658,-1821,16023.923801616133
613,-13132,2318,10050,16698.055216102264,4795,16199,-2136,17028.274193235204
614,-16026,1534,12408,20325.951293850918,6734,15901,-2049,17389.277098257997
615,-16650,2212,13526,21565.43808968415,6765,15184,-2544,16816.391319186172
616,-12622,2920,12670,18120.98739031624,7129,12465,-3480,14775.292416734092
617,-10206,188,11454,15342.486630269554,7600,11226,-3383,13972.392958974493
618,-4600,3750,16696,17719.450217204823,8542,7878,-3488,12132.386080239949
619,-4616,7990,32767,34041.501802946346,7981,4120,-4356,9982.259113046504
620,-28848,24818,18958,42515.24423074623,4190,1535,-4090,6053.13348605497
621,-2908,11872,25992,28722.550583121967,942,-1967,-3462,4091.686327176119
622,2762,6594,14906,16531.736629888586,-1127,-5090,-2405,5741.276338933703
623,3004,3780,11056,12064.309014609995,-1626,-5834,-1944,6360.704992373095
624,1346,1746,8304,8591.661538957409,-525,-6448,-1509,6642.997064578609
625,-100,2070,8146,8405.487255358847,324,-6960,-1208,7071.480750168243
626,-1452,2412,8998,9428.152098900398,1226,-8144,-818,8276.28757354407
627,-1924,3388,8206,9083.983487435456,1468,-8997,-551,9132.613755108665
628,-1714,3860,7238,8380.097851457345,1319,-9914,-197,10003.297756240188
629,-2244,3550,4946,6488.524639700461,1010,-10040,-4,10090.674704894614
630,-2568,3702,5950,7463.372428064943,667,-10228,158,10250.94322489399
631,-3250,1596,4348,5658.164013176006,517,-10380,330,10398.105067751529
632,-4138,2638,7094,8625.944817815609,997,-10400,668,10469.012990726487
633,-5822,1910,7146,9413.240674709215,1567,-10414,943,10573.369094096735
634,-6356,2314,7542,10130.898084572758,2611,-10679,1631,11113.888743369713
635,-6154,2832,6606,9462.091523548055,3238,-10616,2251,11324.8002631393
636,-6248,2866,6052,9158.502279303095,3840,-9987,3393,11224.892783452322
637,-8144,3696,6944,11322.733238931314,3911,-9452,4211,11062.040770129172
638,-9346,4368,8336,13263.334271592495,3395,-8818,5069,10722.77529373809
639,-10774,3986,10118,15308.206818566308,2823,-8611,5549,10625.914125382344
640,-11902,3344,9906,15841.994066404646,2215,-8392,5944,10519.649471346469
641,-10988,1440,10630,15355.997004427943,2135,-8080,6103,10348.489454988105
642,-12430,634,9868,15883.459320941392,2100,-7571,5632,9666.926347086752
643,-13658,1178,10158,17062.051810963418,1971,-7416,5195,9266.602505773084
644,-13898,1228,10048,17193.739907303472,1819,-7392,4514,8850.232821796271
645,-13510,1868,8508,16074.687804122355,1766,-7180,4114,8461.450939407496
646,-12862,2342,7704,15174.571624925691,1716,-6726,3573,7807.052004438039
647,-12644,4318,7222,15187.927574228157,1535,-6358,3302,7326.90882978627
648,-12914,5128,7700,15885.772880159153,1164,-6020,3252,6940.518712603547
649,-12950,4954,7834,15925.331142553992,1095,-5982,3429,6981.503419751365
650,-12660,4614,7378,15362.274571169466,1302,-6062,3774,7258.520785945301
651,-12244,3820,6846,14538.763771380289,1597,-6086,4022,7467.682973988653
652,-12048,2668,6542,13966.756674332093,2247,-6182,4335,7877.712739114064
653,-11778,2042,6114,13426.542518459473,2678,-6244,4512,8155.817800809433
654,-11640,1604,5438,12947.364982883582,3017,-6288,4577,8342.071805013431
655,-10792,844,3954,11524.483328982693,2964,-6235,4504,8242.968943287364
656,-10604,398,2660,10939.781533467658,2579,-5936,4175,7701.815500257066
657,-10250,-782,-278,10283.545497541203,2220,-5548,3821,7092.865781896624
658,-10486,-1692,-2602,10935.696777069124,1784,-4673,3223,5950.404524063889
659,-11476,-3128,-5390,13058.907304977703,1725,-3897,2889,5148.645938496839
660,-12064,-3546,-6404,14111.1809569575,1760,-3044,2641,4397.546702423978
661,-13146,-2304,-5250,14341.835029033069,1479,-1758,2222,3196.1365740531182
662,-12778,-1134,-3942,13420.23114555036,739,-1090,1857,2276.547825107129
663,-10888,-652,-2610,11215.42455727825,-909,-199,1383,1666.904616347318
664,-10192,-894,-2270,10479.933205894014,-2052,788,1178,2493.858857273202
665,-10210,-834,-678,10266.418070583333,-2381,1440,1145,3008.9509799928605
666,-10790,-174,680,10812.806111273798,-2637,2085,1014,3511.2946330377918
667,-11598,-194,2550,11876.604733677046,-2555,2266,998,3557.918633133703
668,-12792,-94,4356,13513.653688029748,-1985,2052,1357,3161.0722864243394
669,-10474,420,4386,11363.01333273881,-1613,1785,1756,2978.511373152703
670,-8706,80,2818,9151.063326193302,-1327,2124,2060,3242.8236153081157
671,31226,10184,7302,33646.636325196014,-3094,4031,3040,5921.4353834184485
672,17216,14948,13792,26646.812642415607,-5301,7558,353,9238.429195485562
673,21802,-13056,-9886,27267.550971805296,-8901,10621,-4325,14516.854583552182
674,-1920,-20254,5684,21123.89102414609,-3582,14656,-3243,15431.983313884188
675,-4456,-8980,13132,16521.07018325387,-2083,16292,-1600,16502.36810279058
676,-6262,-3382,6672,9755.31403902509,-1293,17303,-2904,17592.58008366027
677,-32768,26054,32767,53162.289538732235,-4290,15839,-2920,16667.465944167998
678,-32768,8824,16320,37655.63968385081,-5466,9811,-5234,12390.626820302514
679,-7298,-30218,10362,32768.267760136485,-2684,5765,-3949,7485.564908542307
680,-9820,4206,16858,19957.8305434233,-3658,1962,-1021,4274.675309307129
681,-32768,-268,-1946,32826.82689508689,-2832,809,445,2978.712809251674
682,-1546,1644,7050,7402.388263256663,-2143,544,-548,2277.8693992413173
683,-5390,-284,8060,9700.327623333142,-871,442,-573,1132.401872128442
684,-6240,2412,5822,8868.541480987727,-620,174,-514,823.9368907871526
685,-4486,328,7252,8533.65595744286,-486,-50,-537,725.9924242028976
686,-4804,1506,6940,8573.80032424362,-422,-147,-463,643.4764952972253
687,-4244,588,6876,8101.645265006362,-379,-295,-427,642.6468703728355
688,-3916,842,6974,8042.43097576846,-326,-251,-351,540.8123519299462
689,-4070,746,6708,7881.54045856519,-236,-133,-314,414.7059198998732
690,-3666,206,6780,7710.408030707585,-227,-4,-310,384.2460149435515
691,-3882,794,6892,7949.844275204388,-292,114,-325,451.53626653902336
692,-4284,188,7112,8304.730218375551,-286,221,-317,480.75565519294713
693,-4394,140,7082,8335.559969192233,-263,290,-221,449.5664578235347
694,-4502,1078,5882,7485.186170029441,-302,261,-195,444.2409256248236
695,-4676,428,3540,5880.45576464954,-237,632,-52,676.9763659094755
696,-3190,870,8546,9163.35724502761,-311,581,-69,662.6031995093292
697,-4078,1048,7292,8420.311870708827,-179,454,-121,502.7902147019172
698,-4152,826,6602,7842.689844689767,-169,348,-196,433.6830639995064
699,-4154,598,6770,7965.3135531503085,-115,210,-282,369.93107466121313
700,-3936,530,6964,8016.875451196682,-142,159,-316,381.1836827567518
701,-4404,478,6868,8172.706039005686,-126,96,-358,391.4792459377636
702,-4456,618,6882,8221.908780812397,-121,64,-352,377.6784346504312
703,-4360,462,6664,7976.963081273474,-53,126,-285,316.0854314896528
704,-4292,548,6830,8085.200554098828,-68,133,-275,312.95047531518463
705,-4104,582,6916,8063.038881215941,-78,171,-285,341.39420030223124
706,-4184,518,6914,8097.998271177885,-88,199,-303,373.0335105590382
707,-4154,440,6910,8074.491686787474,-100,207,-307,383.5335708904763
708,-4306,542,6852,8110.814015867951,-54,171,-272,325.79287898909024
709,-4546,296,6814,8196.604662907686,-64,145,-275,317.40510392871755
710,-4758,128,7896,9219.640123128449,186,87,150,254.2931379333701
711,-4324,454,6526,7841.6686999643125,-73,6,-197,210.1761166260334
712,-4180,462,6696,7907.101871102965,-63,14,-188,198.7687098111773
713,-4218,426,6970,8158.057366800014,-31,48,-205,212.814473192027
714,-4296,338,6934,8163.958353641939,1,112,-182,213.7030650224746
715,-4352,118,6770,8049.02031305674,4,169,-140,219.49259668608414
716,-4142,140,6900,8048.960429769797,-19,135,-90,163.3585014622747
717,-4228,424,6922,8122.1822190837365,-29,200,-47,207.4849392124643
718,-4236,386,6874,8083.59870354782,-4,259,-34,261.2527511816861
719,-4380,420,6786,8087.681744480306,14,317,-44,320.34512638715137
720,-4426,452,6832,8152.913834942696,18,322,-51,326.51033674295826
721,-4428,382,6734,8068.448673691864,17,282,-79,293.34962075993894
722,-4408,352,6678,8009.372759461255,3,219,-71,230.2411778983073
723,-4500,268,6814,8170.215419436626,3,180,-54,187.94946129212502
724,-4422,440,6756,8086.483784686642,-27,177,-32,181.8845787855584
725,-4574,612,6726,8156.904805132888,-14,141,-49,149.9266487319716
726,-4570,368,6536,7983.709664059685,-34,71,-53,94.89994731294638
727,-4382,270,6754,8055.516122508849,-28,-30,-65,76.87002016391045
728,-4528,226,6690,8081.457789285297,-50,-76,-44,101.05444077327823
729,-4316,386,6834,8091.996539791648,-66,-108,-23,128.64291663360248
730,-4390,496,6718,8040.499984453702,-62,-91,-40,117.15374513859982
731,-4430,298,6824,8141.294737325263,-40,-99,-35,112.36547512470189
732,-4316,434,6596,7894.518858043219,-51,-157,-24,166.8112706024386
733,-4460,764,6708,8091.511601672459,-16,-61,-56,84.33860326090301
734,-4242,316,6872,8082.004949268467,15,-8,-81,82.76472678623425
735,-4372,236,6820,8104.472839117915,23,63,-51,84.25556361451747
736,-4340,296,6836,8102.722505429888,11,79,-36,87.50999942863675
737,-4368,356,6760,8056.286985950786,-12,58,-20,62.513998432351144
738,-4062,342,6884,8000.391490420953,3,7,-12,14.212670403551895
739,-4228,392,6822,8035.504464562259,3,64,-12,65.18435395092905
740,-4290,328,6808,8053.604658784785,16,67,-11,69.75672010638115
741,-4214,498,6882,8085.03085955768,13,80,-28,85.74963556773871
742,-4298,442,6750,8014.403783189366,28,105,-41,116.14645926587689
743,-4134,382,6812,7977.419632938962,35,94,-50,112.07586716149021
744,-4174,418,6982,8145.263899960516,70,145,-48,168.01488029338353
745,-4238,280,6860,8068.373070204426,66,210,-70,230.98917723564446
746,-4330,242,6832,8092.199206643396,64,300,-35,308.74099177141994
747,-4382,308,6766,8066.941427827524,61,343,-24,349.20767460065935
748,-4444,288,6660,8011.721413029786,47,340,-18,343.70481521212355
749,-4424,294,6760,8084.294155954494,38,326,0,328.20725159569525
750,-4378,462,6782,8085.533501260135,37,321,11,323.31254228687135
751,-4446,540,6804,8145.730906431909,47,332,-23,336.0981999356736
