timestep,a_x,a_y,a_z,a_mag,g_x,g_y,g_z,g_mag
752,-4432,452,6718,8060.9212872971275,42,346,-47,351.6944696750292
753,-4454,444,6748,8097.57716851158,27,325,-77,335.086555982182
754,-4454,578,6656,8029.603726212147,32,309,-90,323.4269623887285
755,-4328,482,6732,8017.7136391866725,41,360,-130,384.9428529015703
756,-4432,398,6748,8083.101632418091,38,400,-133,423.2410660604663
757,-4424,252,6694,8027.759089559178,51,466,-133,487.28431125986396
758,-4540,182,6696,8092.041769541232,48,497,-113,511.9394495445726
759,-4532,178,6630,8032.907817222852,52,542,-88,551.5541677840899
760,-4584,172,6670,8095.155341313717,54,561,-65,567.3288288109462
761,-4624,214,6610,8069.651293581403,51,564,-29,567.0432082302017
762,-4676,312,6564,8065.259822225196,42,545,6,546.6488818245218
763,-4720,400,6466,8015.457316959526,46,504,4,506.1106598363642
764,-4754,394,6460,8030.401733412843,30,425,2,426.06220203158136
765,-4712,382,6432,7982.44899764477,28,308,-18,309.7934795956816
766,-4788,532,6536,8119.560579243191,47,269,-21,273.8813611766964
767,-4682,446,6500,8023.0941662179175,49,229,-46,238.65875219652008
768,-4744,312,6134,7760.723935303975,41,178,-54,190.4757202375148
769,-4604,434,6552,8019.593256518687,39,91,-76,124.8118584109699
770,-4784,264,6488,8065.388769303066,69,65,-56,110.09995458672995
771,-4756,224,6356,7941.564581365564,48,26,-50,74.02702209328699
772,-4714,290,6432,7979.75688852737,31,-62,-28,74.75961476626267
773,-4744,416,6494,8052.988761944226,15,-93,-37,101.20770721639731
774,-4692,316,6512,8032.488032982059,15,-127,-40,133.99253710561644
775,-4706,418,6510,8043.709343331596,22,-154,-38,160.13744096868788
776,-4724,314,6478,8023.6684876682175,20,-185,-43,190.98167451355118
777,-4590,362,6606,8052.2282630337795,6,-206,-26,207.72096668367402
778,-4598,432,6664,8107.843363065174,21,-206,-11,207.35959104897947
779,-4578,396,6670,8099.6172749087345,39,-187,-23,192.4032224262369
780,-4580,376,6654,8086.6242647967765,41,-160,-32,168.24089871371942
781,-4562,368,6616,8044.794838900492,36,-145,-42,155.1934276958918
782,-4572,384,6664,8090.706767643975,35,-116,-42,128.2380598730346
783,-4520,358,6702,8091.685114980686,40,-96,-35,109.73149046650192
784,-4518,374,6722,8107.865563759677,31,-31,-36,56.72741841473134
785,-4560,400,6640,8064.936453562421,38,-15,-24,47.38143096192854
786,-4564,374,6596,8029.768863423155,53,39,-30,72.31873892705819
787,-4546,356,6578,8003.932533448791,66,61,-17,91.46584061823299
788,-4500,450,6556,7964.523589016483,60,116,-42,137.18600511714013
789,-4550,466,6592,8023.348428181342,53,155,-51,171.56631370988887
790,-4584,310,6600,8041.713499000073,72,190,-50,209.24626639440902
791,-4624,364,6578,8048.848116345594,50,194,-55,207.75225630543704
792,-4666,326,6466,7980.412771279441,59,187,-47,201.64076968708488
793,-4706,286,6494,8024.97775697852,42,150,-26,157.92403236999743
794,-4784,422,6466,8054.4333133995215,38,104,-27,113.96929411029971
795,-4740,440,6596,8134.397088905852,41,84,-29,97.86725703727473
796,-4720,342,6510,8048.3205701562365,37,37,-32,61.335144900782616
797,-4624,370,6706,8154.061074090628,41,9,-23,47.86439177509728
798,-4648,464,6550,8044.97980109335,29,-16,-49,59.143892330484974
799,-4688,382,6456,7987.690780194236,35,-42,-43,69.55573304911681
800,-4614,388,6564,8032.785071194175,30,-76,-44,92.80086206496144
801,-4694,472,6552,8073.73048844213,29,-93,-31,102.230132544177
802,-4520,414,6882,8244.011159623693,27,-72,-28,81.83520025025906
803,-4680,510,6238,7815.058796963718,20,-149,-48,157.8131806916013
804,-4548,400,6554,7987.441392586239,15,-105,-56,119.94165248152952
805,-4630,412,6628,8095.494302388211,33,-96,-67,121.63058825805292
806,-4604,400,6584,8043.996021878678,28,-96,-66,119.81652640600129
807,-4538,366,6572,7994.909880667824,31,-95,-63,118.13128290169372
808,-4540,318,6664,8069.79677563196,25,-73,-74,106.91117808723276
809,-4670,350,6480,7995.111006108671,22,27,-59,68.51277253184257
810,-4550,312,6542,7974.810844151729,33,20,-52,64.75337829024829
811,-4612,340,6538,8008.2200269473105,39,61,-40,82.71638289964086
812,-4578,404,6590,8034.264123116691,51,80,-28,98.91915891272023
813,-4558,408,6708,8120.288911116402,53,111,-30,126.60963628413124
814,-4578,448,6662,8095.741596666731,58,131,-35,147.4788120375263
815,-4652,362,6512,8011.135500039929,47,171,-37,181.1601501434573
816,-4680,416,6556,8065.766671557019,53,170,-51,185.2295872694209
817,-4670,392,6526,8034.378631854489,36,183,-35,189.76301009416986
818,-4692,376,6492,8018.871741086772,50,176,-45,188.41709051994198
819,-4700,388,6556,8075.994056461409,40,142,-34,151.3935269422045
820,-4676,486,6496,8018.677447060705,35,123,-53,138.43048797140028
821,-4668,392,6530,8036.4661387950855,41,120,-58,139.44532978913278
822,-4682,418,6606,8107.717557981407,37,95,-68,122.54794979925205
823,-4652,430,6584,8073.107208504047,31,91,-80,125.067981514055
824,-4654,370,6528,8025.671311485414,40,81,-77,118.70130580579136
825,-4642,356,6560,8044.159371867268,47,80,-70,116.2282237668631
826,-4634,316,6584,8057.472804794316,32,79,-48,97.82126558167194
827,-4704,428,6524,8054.401032975698,28,89,-54,107.80074211247343
828,-5018,474,6218,8004.28160424157,51,103,-75,137.24066452768292
829,-4688,364,6594,8098.807072649651,25,125,-64,142.63940549511554
830,-4696,350,6566,8080.05396021586,34,100,-52,117.72850122209151
831,-4738,394,6552,8095.219824069018,33,90,-40,103.87011119662864
832,-4710,372,6466,8008.223273610694,36,66,-38,84.23775875461075
833,-4662,424,6598,8089.970580910663,34,60,-55,88.20997676000147
834,-4674,452,6548,8057.722010593317,31,60,-58,89.02246907382427
835,-4648,424,6600,8083.543777329346,36,85,-73,117.68602295939822
836,-4666,406,6570,8068.537166054328,50,118,-68,145.0792886665771
837,-4724,348,6458,8008.935260070468,46,140,-59,158.7356292708099
838,-4738,318,6494,8044.986264748995,59,140,-46,158.7356292708099
839,-4680,404,6496,8016.460066637892,49,129,-39,143.3980474065111
840,-4642,412,6608,8086.010883000345,58,141,-25,154.4991909363929
841,-4704,438,6460,8003.190613748994,42,172,-36,180.6765064971094
842,-4680,388,6538,8049.744592221546,47,177,-38,187.03475612837312
843,-4796,368,6592,8160.361756687016,61,204,-60,221.2170879475634
844,-4740,362,6492,8046.409634116324,55,189,-37,200.28729365588825
845,-4698,412,6482,8016.063373002986,56,196,-39,207.5403575211337
846,-4742,358,6542,8087.798958925721,52,195,-14,202.2992832414391
847,-4740,450,6556,8102.545032272267,51,208,-30,216.25216761919404
848,-4796,446,6484,8077.300786772768,60,206,-37,217.72689314827414
849,-4834,358,6430,8052.367353766221,59,190,-41,203.13049992554048
850,-4860,374,6450,8084.675380001352,45,167,-49,179.7637338286007
851,-4792,334,6418,8016.579320383476,52,130,-31,143.40502083260543
852,-4768,422,6440,8024.058075562513,50,130,-33,143.13979181206042
853,-4738,376,6418,7986.284743233238,48,116,-24,127.81236246936365
854,-4802,384,6454,8053.618813924582,58,114,-34,132.34802605252563
855,-4820,388,6346,7978.38705503813,53,104,-35,121.86057606953942
856,-4812,362,6418,8029.764131031497,54,80,-28,100.49875621120891
857,-4842,386,6480,8098.417129291378,40,57,-32,76.63550091178371
858,-4804,396,6450,8052.188025623843,45,28,-31,61.40032573203501
859,-4822,452,6494,8101.1125161918335,36,34,-44,66.24198064671678
860,-4796,374,6476,8067.221826626563,31,31,-41,60.02499479383568
861,-4798,438,6474,8070.026270093548,29,34,-55,70.8660708661063
862,-4840,442,6392,8029.858529264386,35,11,-57,67.78642932032929
863,-4800,378,6458,8055.349030302785,33,-5,-43,54.433445601027316
864,-4812,418,6408,8024.495747397465,36,-15,-43,58.05170109479997
865,-4838,384,6452,8073.537266898568,36,-16,-34,52.038447325030745
866,-4816,368,6450,8058.0258128154455,48,-14,-30,58.309518948453004
867,-4768,456,6410,8001.866032370201,26,-13,-57,63.98437309218557
868,-4810,448,6394,8013.740699573452,43,3,-66,78.82892870006545
869,-4792,336,6430,8026.273107738111,43,27,-60,78.60025445251432
870,-4822,350,6466,8073.6200059205175,52,43,-54,86.42337646724987
871,-4786,324,6478,8060.723044491729,46,50,-31,74.67931440499437
872,-4820,388,6418,8035.774262633316,45,66,-41,89.78864070694021
873,-4876,448,6362,8028.14573858746,52,55,-33,82.57118141337206
874,-4728,398,6410,7974.991410653682,42,61,-24,77.85242449660768
875,-4812,420,6532,8123.9625799236655,38,69,-20,81.27115109311545
876,-4818,376,6442,8053.1896786304505,46,76,-29,93.45052166788584
877,-4814,378,6426,8038.094052696822,42,70,-15,83.0
878,-4816,446,6454,8065.165094404454,38,73,-18,84.24369412602941
879,-4746,454,6488,8051.383483600815,43,73,-31,90.21640649017228
880,-4836,394,6392,8024.948348743436,40,84,-35,99.40321926376429
881,-4828,402,6464,8078.0247585656725,49,86,-37,105.66929544574431
882,-4884,368,6368,8033.698027683142,55,80,-38,104.25449630591478
883,-4864,382,6376,8028.561265880706,51,68,-20,87.32124598286491
884,-4840,396,6364,8005.180322766002,57,52,-15,78.60025445251432
885,-4810,424,6444,8052.391694397385,57,29,1,63.96092557178953
886,-4858,458,6418,8062.2981835206265,56,23,-14,62.13694553162394
887,-4834,450,6406,8037.841252475692,48,20,-28,59.0592922409336
888,-4828,470,6280,7935.293567348343,44,3,-46,63.72597586541927
889,-4768,432,6714,8246.104777408544,51,-6,-30,59.47268280479702
890,-4848,502,6398,8042.979050078397,43,-11,-34,55.91064299397746
891,-4812,456,6438,8050.53563435378,55,1,-39,67.43144666993287
892,-4790,418,6448,8043.353032162644,41,8,-40,57.835974963685025
893,-4848,442,6454,8084.094507117046,39,10,-40,56.75385449465085
894,-4862,406,6438,8077.853922917893,48,29,-39,68.30812543175226
895,-4922,404,6410,8091.810674997284,47,17,-43,65.93178292750773
896,-4850,446,6416,8055.213963638706,47,-3,-31,56.382621436041795
897,-4822,430,6516,8117.563673911034,57,-11,-26,63.608175575157006
898,-4838,456,6362,8005.574557769105,28,0,-34,44.04543109109048
899,-4834,438,6454,8075.4885920295865,41,-15,-43,61.27805479941412
900,-4844,420,6410,8045.423295265452,40,-7,-41,57.70615218501403
901,-4886,436,6402,8065.277180605759,43,-7,-28,51.78802950489621
902,-4842,400,6348,7993.876906733053,40,-29,-39,62.94441992742486
903,-4840,500,6456,8084.2770858005615,32,-37,-36,60.737138556240865
904,-4856,436,6408,8051.912567831322,30,-49,-43,71.76350047203663
905,-4840,466,6466,8090.235596075061,30,-52,-49,77.4919350642375
906,-4850,466,6432,8069.094125117143,27,-48,-56,78.54298186343577
907,-4818,404,6460,8068.949126125409,31,-59,-55,86.41180474911978
908,-4778,456,6396,7996.626538734942,24,-88,-57,107.5592859775482
909,-4786,426,6410,8010.953251642403,32,-76,-46,94.42457307290302
910,-4830,418,6448,8067.237941203916,29,-80,-45,96.26006440887105
911,-4764,398,6512,8078.381273497804,37,-81,-47,100.69260151570222
912,-4790,448,6446,8043.364967474745,42,-57,-41,81.81686867633104
913,-4770,434,6466,8046.764070109177,35,-33,-54,72.31873892705819
914,-4768,400,6452,8032.566713074968,28,-25,-57,68.24954212300622
915,-4798,396,6476,8069.460700691217,32,-14,-48,59.363288318623326
916,-4830,384,6458,8073.544450859238,33,-12,-37,51.0098029794274
917,-4782,388,6406,8003.430764365991,29,-23,-42,55.982140009113614
